Unnamed: 0.1,Unnamed: 0,restaurant name,restaurant type,rate (out of 5),num of ratings,avg cost (two people),online_order,table booking,cuisines type,area,local address
3700,3700,Madouk Cafe,Cafe,4,72,500,No,No,Cafe,Brookefield,Brookefield
3701,3701,Madurai Cafe,Quick Bites,2.8,40,200,No,No,"South Indian, Chinese, North Indian",Koramangala 7th Block,Wilson Garden
3702,3702,Madurai Canteen,Quick Bites,2.9,38,200,Yes,No,"Chettinad, South Indian",Kalyan Nagar,Nagawara
3703,3703,Madurai Idli Dosa Shop,Quick Bites,3.6,63,150,No,No,South Indian,Marathahalli,Marathahalli
3704,3704,Madurai Idly Dosai Centre,Quick Bites,3.3,16,150,No,No,South Indian,Kalyan Nagar,Banaswadi
3705,3705,Madurai Idly Shop,Quick Bites,2.1,193,200,No,No,South Indian,Sarjapur Road,Sarjapur Road
3706,3706,Madurai Meenakshi Vilas,Quick Bites,3.6,27,300,Yes,No,South Indian,Bellandur,Bellandur
3707,3707,Madurai Veg Kitchen,"Takeaway, Delivery",2.8,40,200,Yes,No,"North Indian, Chinese, South Indian",Bellandur,Bellandur
3708,3708,Maestros Cafe,Takeaway,2.8,40,200,No,No,"Biryani, Fast Food, Cafe, Coffee, Rolls, Wraps",Kalyan Nagar,HBR Layout
3709,3709,Maggi N Maggi House,"Takeaway, Delivery",2.8,40,300,No,No,Fast Food,HSR,HSR
3710,3710,Magic Bowl,Casual Dining,3.6,98,700,Yes,No,"North Indian, Chinese, Arabian, Mughlai",Electronic City,Electronic City
3711,3711,Magic Box,"Takeaway, Delivery",3.3,21,300,Yes,No,"South Indian, North Indian, Chinese",Brigade Road,Indiranagar
3712,3712,Magic Meals,"Quick Bites, Dessert Parlor",3.7,44,400,Yes,No,"Fast Food, Desserts, Beverages",Jayanagar,Jayanagar
3713,3713,Magic Oven,"Cafe, Dessert Parlor",4,134,400,No,No,"Cafe, Desserts",Electronic City,Electronic City
3714,3714,Magic scoops N Smiles,Dessert Parlor,2.8,40,200,No,No,Desserts,Brookefield,Whitefield
3715,3715,Magix's Parattha Roll,Quick Bites,3.7,184,400,Yes,No,"Fast Food, North Indian, Chinese, Mughlai, Rolls",Bannerghatta Road,BTM
3716,3716,Magnolia,Casual Dining,4.1,668,900,Yes,Yes,"Chinese, Thai, Asian","Byresandra,Tavarekere,Madiwala",Koramangala 3rd Block
3717,3717,Mahadii's,Casual Dining,3.8,223,600,Yes,No,"Andhra, North Indian, Chinese",Kammanahalli,Kammanahalli
3718,3718,Mahadwani Restaurant,Quick Bites,3.3,4,300,No,No,"South Indian, North Indian",Electronic City,Electronic City
3719,3719,Mahalakshmi Refreshments,Quick Bites,3.7,22,200,No,No,South Indian,Malleshwaram,Rajajinagar
3720,3720,Mahalaxmi Tiffin Room,Quick Bites,4.1,177,100,No,No,South Indian,Banashankari,Basavanagudi
3721,3721,Mahek E Punjab,Casual Dining,3.1,7,500,No,No,"North Indian, Chinese",HSR,HSR
3722,3722,Mahek of Punjab,Quick Bites,2.7,75,400,Yes,No,North Indian,Brookefield,Marathahalli
3723,3723,Mahek Pizza,Quick Bites,3.9,38,400,Yes,No,Pizza,Bannerghatta Road,JP Nagar
3724,3724,Mahesh Friends Food Center,Quick Bites,2.9,126,300,Yes,No,"Chinese, North Indian",Bannerghatta Road,BTM
3725,3725,Mahesh Lunch Home,Casual Dining,4.1,860,1400,Yes,Yes,"Seafood, Mangalorean, North Indian, Chinese",Brigade Road,Residency Road
3726,3726,Mahjong Room - WelcomHotel Bengaluru,Casual Dining,4.4,127,1200,No,Yes,Chinese,Lavelle Road,Richmond Road
3727,3727,Maia - Eat | Bake | Mom,Casual Dining,4.2,1004,1200,Yes,Yes,"Continental, North Indian, Beverages",HSR,Bellandur
3728,3728,Mainland China,Casual Dining,4.3,881,1700,Yes,Yes,"Chinese, Momos",Basavanagudi,Jayanagar
3729,3729,Maiyas,Quick Bites,4,1778,200,Yes,No,"North Indian, South Indian, Fast Food, Juices",Banashankari,Jayanagar
3730,3730,Majaa Thindi,Quick Bites,3.9,37,100,Yes,No,South Indian,New BEL Road,New BEL Road
3731,3731,Majlish,Casual Dining,3.6,79,800,No,No,"Bengali, North Indian, Chinese",Whitefield,Whitefield
3732,3732,Mak n Vak - Fyn,Quick Bites,3.9,337,500,Yes,No,"North Indian, Chinese",Bellandur,HSR
3733,3733,Makaranda,Casual Dining,3.5,14,750,No,No,"North Indian, Chinese, South Indian, Mughlai",Malleshwaram,Yeshwantpur
3734,3734,Make It Roll,Quick Bites,3.8,33,400,Yes,No,"Rolls, Salad, Sandwich","Byresandra,Tavarekere,Madiwala",HSR
3735,3735,Makers of Milkshakes,Beverage Shop,3.9,39,300,Yes,No,Beverages,Bellandur,HSR
3736,3736,Malabar,Casual Dining,3,159,400,Yes,No,South Indian,Indiranagar,Jeevan Bhima Nagar
3737,3737,Malabar Bay,Casual Dining,4.1,1541,800,Yes,Yes,"Kerala, Seafood, Chinese, Biryani, Juices","Byresandra,Tavarekere,Madiwala",BTM
3738,3738,Malabar Cafe,Quick Bites,3.3,4,400,Yes,No,"South Indian, Kerala, Biryani",Bannerghatta Road,Bannerghatta Road
3739,3739,Malabar Coastal Cuisine,Food Court,3.6,68,550,No,No,Kerala,"Byresandra,Tavarekere,Madiwala",Koramangala 7th Block
3740,3740,Malabar Day,Quick Bites,2.8,40,300,No,No,"Kerala, Fast Food, Beverages",Kalyan Nagar,Kammanahalli
3741,3741,Malabar Food Court,Quick Bites,3.4,7,400,No,No,"Chinese, Kerala, South Indian",Kalyan Nagar,HBR Layout
3742,3742,Malabar Kitchen,Quick Bites,2.8,40,300,Yes,No,"North Indian, Chinese, Fast Food",Koramangala 6th Block,BTM
3743,3743,Malabar Mandra,Casual Dining,3.6,45,700,Yes,No,"Kerala, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block
3744,3744,Malabar Mess,Mess,3.7,43,250,No,No,Kerala,Bannerghatta Road,Bannerghatta Road
3745,3745,Malabar Mint,Casual Dining,3.4,39,700,No,No,"Kerala, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
3746,3746,Malabar Restaurant,Quick Bites,3.6,19,400,No,No,"Kerala, Fast Food, Beverages",Electronic City,Electronic City
3747,3747,Malabar Tasty Restaurant,Casual Dining,3,8,450,No,No,"Kerala, North Indian, Chinese, South Indian",Marathahalli,Marathahalli
3748,3748,Malabar Treat,Quick Bites,3.4,6,500,Yes,No,"North Indian, Arabian, South Indian, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block
3749,3749,Malabar Xpress,Quick Bites,3.2,4,300,Yes,No,"South Indian, Kerala",Koramangala 6th Block,Koramangala 5th Block
3750,3750,Malenadu Kitchen,Casual Dining,3.8,170,700,Yes,Yes,"South Indian, North Indian, Chinese",JP Nagar,Kanakapura Road
3751,3751,Malgudi Natti Style Hotel,Quick Bites,3.6,13,400,Yes,No,South Indian,New BEL Road,Sahakara Nagar
3752,3752,Malgudi's Donne Biriyani,Quick Bites,3.8,101,350,Yes,No,Biryani,Malleshwaram,Rajajinagar
3753,3753,Malhar Maharashtrian Cuisine,Casual Dining,4,101,500,Yes,No,Maharashtrian,Bannerghatta Road,Bannerghatta Road
3754,3754,Malleshwaram Dosa Corner,Quick Bites,4.4,104,120,Yes,No,South Indian,Malleshwaram,Malleshwaram
3755,3755,Malleshwaram Holige Mane,Quick Bites,3.5,7,200,No,No,South Indian,Malleshwaram,Malleshwaram
3756,3756,Mallige,Casual Dining,3.2,5,700,No,No,"North Indian, South Indian",Brigade Road,Race Course Road
3757,3757,Mallige Ootada Mane,Quick Bites,3.3,13,300,No,No,South Indian,Rajajinagar,Vijay Nagar
3758,3758,Mallnad Hotel,Quick Bites,3.2,4,300,No,No,"North Indian, Chinese",Rajajinagar,Rajajinagar
3759,3759,"Malnad Blossom, Coffee & Cream",Cafe,3.8,33,300,No,No,Cafe,Jayanagar,JP Nagar
3760,3760,Malnad Military Hotel,Casual Dining,3.8,40,500,No,No,"South Indian, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 7th Block
3761,3761,Malties - Radisson Blu,Lounge,4.3,53,4500,No,No,"Continental, Fast Food",Marathahalli,Marathahalli
3762,3762,Mama Mia!,Dessert Parlor,3.9,111,400,Yes,No,"Desserts, Cafe",Lavelle Road,Seshadripuram
3763,3763,Mama Mys Cafe,Quick Bites,,40,300,No,No,Fast Food,Basavanagudi,Basavanagudi
3764,3764,Mamagoto,Casual Dining,4.4,2558,1600,Yes,Yes,"Asian, Thai, Chinese, BBQ, Momos",Indiranagar,Indiranagar
3765,3765,Mamaji's,Casual Dining,2.8,40,600,Yes,No,North Indian,Kalyan Nagar,HBR Layout
3766,3766,Mamatha Restaurant,Casual Dining,2.6,74,700,Yes,No,"Biryani, Hyderabadi, North Indian",HSR,Bommanahalli
3767,3767,Mambos Cafe,Cafe,3.9,62,1100,No,No,"Cafe, Continental, Beverages, Fast Food",Frazer Town,Frazer Town
3768,3768,Mamma Mexicana,Casual Dining,2.2,406,1000,Yes,Yes,Mexican,Brigade Road,MG Road
3769,3769,Manasa Andhra Style Multi Cuisine Restaurant,Casual Dining,3.6,70,800,No,No,"North Indian, South Indian, Chinese, Andhra, Biryani",Electronic City,Electronic City
3770,3770,Manasa Cool Cafe,Cafe,3.2,7,300,Yes,No,"Fast Food, Juices, Cafe, Desserts",Electronic City,Electronic City
3771,3771,Manasa Fishland,Casual Dining,4.1,201,650,Yes,No,"Seafood, South Indian, North Indian",Kalyan Nagar,Kalyan Nagar
3772,3772,Manbhavan Premium Thali Restaurant,Casual Dining,4,485,1000,Yes,No,"Hyderabadi, Gujarati, Maharashtrian",Whitefield,Whitefield
3773,3773,Manchow,Casual Dining,3.8,157,600,Yes,Yes,"Chinese, Asian, Momos",Bellandur,Bellandur
3774,3774,Manchu Cafe,Quick Bites,3.7,24,300,Yes,No,"Chinese, Fast Food, Asian, Beverages, Nepalese, Tibetan",Koramangala 7th Block,BTM
3775,3775,Mandara - Imera Spa & Resort,Casual Dining,3.5,115,1200,No,No,"North Indian, South Indian, Chinese",Sarjapur Road,Sarjapur Road
3776,3776,Mandarin Box,Quick Bites,3.9,80,500,No,No,Chinese,Brigade Road,Church Street
3777,3777,Mandi,Casual Dining,3.8,560,800,Yes,Yes,North Indian,Bannerghatta Road,JP Nagar
3778,3778,Mandya Gowdru Donne Biriyani,Quick Bites,3.8,281,350,Yes,No,"Biryani, South Indian",Bellandur,HSR
3779,3779,Mandya Gowdru Hotel,Quick Bites,3.3,5,200,No,No,South Indian,Brookefield,Brookefield
3780,3780,Mandya Naati Style Hotel,Quick Bites,3.3,4,300,No,No,South Indian,Marathahalli,Marathahalli
3781,3781,Mandya Umesh Nati Style Hotel,Quick Bites,3.4,7,350,No,No,South Indian,Marathahalli,Marathahalli
3782,3782,Mane Holige,"Sweet Shop, Quick Bites",4.3,141,200,No,No,"Mithai, South Indian",Basavanagudi,Jayanagar
3783,3783,Mane Thindi,Quick Bites,3.7,130,200,No,No,South Indian,Banashankari,Banashankari
3784,3784,Mangala Hotel,Quick Bites,2.8,40,100,No,No,South Indian,Bellandur,Sarjapur Road
3785,3785,Mangalore Kitchen,Quick Bites,3.8,42,500,Yes,No,"North Indian, Arabian, Chinese",Rajajinagar,Vijay Nagar
3786,3786,Mangalore Lunch Home,Quick Bites,3.1,33,300,Yes,No,"Mangalorean, Seafood",Kalyan Nagar,HBR Layout
3787,3787,Mangalore Pearl,Casual Dining,3.8,242,650,Yes,No,"Mangalorean, Seafood, Chinese, Biryani",Banashankari,Jayanagar
3788,3788,Mangalore pearl - Seafood Restaurant,Casual Dining,4.3,94,550,Yes,No,"Mangalorean, Seafood",Brigade Road,Ulsoor
3789,3789,Mango Greens,Casual Dining,3.9,48,900,No,Yes,"North Indian, Continental, Chinese",Bannerghatta Road,JP Nagar
3790,3790,Mango Tree Grand,Quick Bites,3.8,112,700,Yes,No,"Andhra, North Indian",Bellandur,Bellandur
3791,3791,Mango Tree- The Beer Garden,Casual Dining,4.1,1320,1200,Yes,Yes,"North Indian, Chinese, Continental",Bannerghatta Road,JP Nagar
3792,3792,Manifest Cafe,Casual Dining,3.5,10,500,No,No,"South Indian, North Indian, Chinese",Banashankari,Banashankari
3793,3793,Mani's Dum Biryani,Casual Dining,3.5,119,750,Yes,No,"Biryani, Kebab",Kalyan Nagar,Kalyan Nagar
3794,3794,Manjit Da Dhaba,Quick Bites,4.3,783,300,Yes,No,North Indian,Brigade Road,Frazer Town
3795,3795,Manju's Kitchen,Quick Bites,3.3,13,200,Yes,No,Biryani,Indiranagar,Indiranagar
3796,3796,Manjushree Upahara,Quick Bites,3.8,31,150,Yes,No,South Indian,Bannerghatta Road,Bannerghatta Road
3797,3797,Manjushree Veg,Quick Bites,3.5,10,150,No,No,"South Indian, Chinese",Bannerghatta Road,Bannerghatta Road
3798,3798,Manshi Paratha & Pav Bhaji,"Takeaway, Delivery",3.2,6,150,Yes,No,"North Indian, Fast Food",HSR,HSR
3799,3799,Mantap Ice Cream,Dessert Parlor,3.5,7,200,No,No,Desserts,Lavelle Road,Majestic
3800,3800,MAP- My Appetite Place,"Takeaway, Delivery",3.8,29,600,Yes,No,"North Indian, Italian, Chinese",Bellandur,HSR
3801,3801,Marahaba,Quick Bites,3,7,400,Yes,No,"Arabian, Mediterranean","Byresandra,Tavarekere,Madiwala",Koramangala 6th Block
3802,3802,Maraheb Restaurant,Casual Dining,4.2,219,1000,Yes,No,Arabian,Kalyan Nagar,Kalyan Nagar
3803,3803,Marakachi,Casual Dining,3.7,82,600,Yes,No,Chettinad,Kammanahalli,Kalyan Nagar
3804,3804,Maratha Darshan,Quick Bites,4,107,400,No,No,"Maharashtrian, North Indian",Brigade Road,Cunningham Road
3805,3805,Marathi Biriyani House,Quick Bites,3.3,6,300,Yes,No,"South Indian, Biryani",Brigade Road,Frazer Town
3806,3806,Maravanthe,Casual Dining,3.5,12,650,Yes,No,"Mangalorean, Seafood",Brigade Road,Brigade Road
3807,3807,Marenahalli Donne Biriyani,Quick Bites,3.9,259,300,Yes,No,"Biryani, Fast Food",Basavanagudi,JP Nagar
3808,3808,Marhaba,Casual Dining,3.6,42,600,Yes,No,"Arabian, Mediterranean, North Indian",Kalyan Nagar,Nagawara
3809,3809,Maria Taste Circle,Casual Dining,3.9,666,450,Yes,No,"South Indian, North Indian, Kerala, Seafood",Brookefield,Marathahalli
3810,3810,Maria's Goan Kitchen,Casual Dining,3.9,391,750,Yes,No,"Goan, Chinese, Biryani","Byresandra,Tavarekere,Madiwala",Koramangala 7th Block
3811,3811,Marigold Fine Dine Restaurant,Casual Dining,4,288,1500,No,Yes,"Continental, Asian",Brookefield,Whitefield
3812,3812,Mark,"Takeaway, Delivery",3.7,36,500,Yes,No,"Andhra, Fast Food",HSR,HSR
3813,3813,Market Table,Cafe,4.5,546,900,No,Yes,"Cafe, Continental, Mediterranean, Beverages","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
3814,3814,Marley's Bistro,Casual Dining,3.9,93,400,Yes,No,"Continental, European, Salad, Beverages, Italian, Burger",Electronic City,Electronic City
3815,3815,Marmaris,Quick Bites,3.8,76,300,No,No,"North Indian, Momos",Electronic City,Electronic City
3816,3816,Mars Chicken Delight,Casual Dining,3.7,107,500,No,No,"North Indian, Chinese, Biryani, Beverages",Koramangala 4th Block,Koramangala 1st Block
3817,3817,Martino's,Quick Bites,3.6,30,350,No,No,"Italian, Pizza",Koramangala 4th Block,Koramangala 1st Block
3818,3818,Marunadan Kada,Quick Bites,3.3,6,250,No,No,"Kerala, Tea","Byresandra,Tavarekere,Madiwala",BTM
3819,3819,Maruthi Davangere Benne Dosa,Quick Bites,4,17,150,Yes,No,South Indian,Banashankari,Banashankari
3820,3820,Maruti Garden,Quick Bites,,40,500,No,No,"North Indian, Kerala",Koramangala 6th Block,BTM
3821,3821,Marwa Family Restaurant,Quick Bites,3,8,500,No,No,"North Indian, Chinese",Electronic City,Electronic City
3822,3822,Marwa Restaurant,Casual Dining,3.5,551,600,Yes,Yes,"North Indian, Chinese, Fast Food, BBQ",Bannerghatta Road,Bannerghatta Road
3823,3823,Marwari Basa,Quick Bites,3.1,26,300,Yes,No,"Rajasthani, North Indian",Bellandur,Bellandur
3824,3824,Mary Cafe,Quick Bites,3.3,17,150,No,No,"Chinese, South Indian",Indiranagar,Thippasandra
3825,3825,Marzipan @ The Bohemian House,Cafe,4.2,49,700,Yes,No,Cafe,Basavanagudi,Richmond Road
3826,3826,Marzipan Cafe & Bakery,"Cafe, Bakery",4.2,430,700,Yes,No,"Cafe, Mediterranean, Bakery, Greek",Indiranagar,Ulsoor
3827,3827,Masala Central,Quick Bites,3.7,74,300,Yes,No,North Indian,Brigade Road,Frazer Town
3828,3828,Masala Chai,"Beverage Shop, Quick Bites",4.1,191,250,Yes,No,"Beverages, Fast Food, Tea",Brookefield,Whitefield
3829,3829,Masala Dani - The Paul,Casual Dining,3.7,56,1800,No,No,"Mughlai, North Indian",Indiranagar,Domlur
3830,3830,Masala Kitchen,Casual Dining,3,4,700,No,No,North Indian,Lavelle Road,Brigade Road
3831,3831,Masala Klub - The Taj West End,Fine Dining,4.4,309,4000,No,Yes,"North Indian, South Indian",Church Street,Race Course Road
3832,3832,Masala Oota,Quick Bites,3.6,79,500,Yes,No,"South Indian, Biryani",Brigade Road,Residency Road
3833,3833,Masala Secret Eat WOW,Quick Bites,3.6,14,300,Yes,No,"Street Food, Fast Food, Chinese, Momos",HSR,HSR
3834,3834,Masale Daan,Delivery,3.1,4,350,Yes,No,North Indian,Banashankari,Banashankari
3835,3835,Mast Biryani - Fresh Indian Kitchen,Casual Dining,3.5,254,500,No,No,"Biryani, North Indian, Mughlai, Fast Food",Marathahalli,Marathahalli
3836,3836,Mast Biryani - Night Express,Delivery,3.5,17,500,No,No,"North Indian, Biryani, Fast Food",Marathahalli,East Bangalore
3837,3837,Mast Kalandar,Casual Dining,2.1,337,450,No,No,North Indian,Bellandur,Bellandur
3838,3838,Mast Punjabi,Quick Bites,2.6,231,400,Yes,No,"North Indian, Chinese, Rolls, Biryani, Kebab",Banashankari,Kumaraswamy Layout
3839,3839,Mast Punjabi Spice,"Takeaway, Delivery",2.9,34,400,Yes,No,North Indian,Electronic City,Electronic City
3840,3840,Master Brothers,Bakery,3.3,7,450,Yes,No,"Desserts, Bakery",Brookefield,Whitefield
3841,3841,Master Chifoo,Casual Dining,3.9,55,800,Yes,No,"Chinese, Thai, Momos",Brookefield,Marathahalli
3842,3842,Masti Masala,Quick Bites,4,397,450,Yes,No,North Indian,Malleshwaram,Rajajinagar
3843,3843,Mathsya Darshini,Quick Bites,3.2,57,350,No,No,"Seafood, Mangalorean",Brigade Road,Lavelle Road
3844,3844,Matinee Bar & Kitchen,Casual Dining,4.2,340,1700,Yes,Yes,"BBQ, Continental, North Indian, Pizza, European",Bellandur,Marathahalli
3845,3845,Matka,Casual Dining,3.5,27,700,Yes,Yes,"North Indian, Biryani",HSR,HSR
3846,3846,Matka House,Quick Bites,3.9,391,450,Yes,No,"North Indian, Chinese, Continental, Biryani",Marathahalli,Kaggadasapura
3847,3847,Matru Sagar,Quick Bites,3.6,84,250,Yes,No,"South Indian, North Indian, Chinese",Banashankari,Banashankari
3848,3848,Matsuri - The Chancery Hotel,"Casual Dining, Bar",4.4,183,1800,No,Yes,Japanese,Brigade Road,Lavelle Road
3849,3849,Matsya Loka,Quick Bites,3.6,153,400,Yes,No,Seafood,Kalyan Nagar,Nagawara
3850,3850,Matsya Lunch Home,Quick Bites,3.7,10,400,Yes,No,Mangalorean,Malleshwaram,Malleshwaram
3851,3851,Matteo Coffea,Cafe,4.2,858,600,No,No,Cafe,Indiranagar,Indiranagar
3852,3852,Mavalli Tiffin Room (MTR),Casual Dining,3.7,560,400,No,No,South Indian,Whitefield,Whitefield
3853,3853,Maven Foods,Quick Bites,3.6,12,650,No,No,"Continental, North Indian, South Indian",Koramangala 4th Block,Koramangala 4th Block
3854,3854,Mawa and Co,Bakery,2.8,40,300,No,No,"Bakery, Fast Food",Jayanagar,Jayanagar
3855,3855,Maxpresso,Cafe,4.1,323,700,Yes,No,"Cafe, American, Italian, Beverages",Brigade Road,Koramangala 7th Block
3856,3856,Mayo N Burger,Quick Bites,3.2,4,250,Yes,No,American,Indiranagar,Indiranagar
3857,3857,Mayonaise,Cafe,3.8,44,500,Yes,No,"Cafe, Continental, Beverages",Kalyan Nagar,Banaswadi
3858,3858,Mayur,Casual Dining,3.6,18,500,No,No,"Andhra, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM
3859,3859,Mayur Veg Restaurant,Quick Bites,2.8,40,250,No,No,"South Indian, Chinese, North Indian, Juices",Rajajinagar,Vijay Nagar
3860,3860,Mayura 1989,"Casual Dining, Bar",3.7,103,900,No,No,"Andhra, Continental, Chinese",Rajajinagar,Rajajinagar
3861,3861,Mayura Grand,Casual Dining,3.5,20,400,No,No,"South Indian, North Indian",Koramangala 4th Block,Koramangala 6th Block
3862,3862,Mayura Grand Pure Veg Restaurant,Casual Dining,2.8,40,600,No,No,"North Indian, South Indian, Chinese",Koramangala 4th Block,Koramangala 6th Block
3863,3863,Mayura Sagar,Quick Bites,3.6,194,250,No,No,"Chinese, North Indian, South Indian",Brookefield,Brookefield
3864,3864,Mayura Vybhava,Quick Bites,3.1,12,250,No,No,"South Indian, North Indian, Chinese, Street Food",Whitefield,Whitefield
3865,3865,Mayuri,Casual Dining,2.5,79,700,No,No,"Andhra, North Indian, Chinese",New BEL Road,New BEL Road
3866,3866,Mayuri Multicuisine Restaurant,Casual Dining,3.6,12,500,No,No,North Indian,Marathahalli,Marathahalli
3867,3867,Mazedaar,Quick Bites,3.2,10,300,No,No,"North Indian, Chinese",Kalyan Nagar,HBR Layout
3868,3868,Maziga,Casual Dining,4.7,292,1500,No,No,Modern Indian,Whitefield,Whitefield
3869,3869,MBR Dum Biryani County,Quick Bites,3.5,24,150,No,No,"Biryani, North Indian",Electronic City,Electronic City
3870,3870,Mc Donald's,Quick Bites,3.9,116,500,No,No,"Burger, Fast Food",Whitefield,Whitefield
3871,3871,McDonald's,Quick Bites,2.7,92,500,Yes,No,"Burger, Fast Food",Frazer Town,Commercial Street
3872,3872,McDonald's Play Place,Quick Bites,3.7,123,500,Yes,No,"Burger, Fast Food",Electronic City,Electronic City
3873,3873,McLeans Italian Pizzeria,Delivery,3.4,30,500,Yes,No,"American, Pizza",Brigade Road,Ejipura
3874,3874,MDP Coffee House,Quick Bites,3.5,13,200,No,No,South Indian,Brigade Road,Commercial Street
3875,3875,Me And My Cake,Bakery,3.5,18,500,No,No,"Bakery, Desserts",Marathahalli,Marathahalli
3876,3876,Me N U,Quick Bites,2.8,40,500,No,No,"Finger Food, Wraps, Cafe, Continental, Healthy Food",Bannerghatta Road,Bannerghatta Road
3877,3877,Meal & Biryani,Quick Bites,3.6,19,450,Yes,No,"Andhra, South Indian","Byresandra,Tavarekere,Madiwala",Bommanahalli
3878,3878,Meal In A Box,Delivery,3.6,15,300,No,No,Street Food,Koramangala 4th Block,Koramangala 7th Block
3879,3879,Meal Square,Delivery,3.2,8,600,Yes,No,"North Indian, Chinese",Bannerghatta Road,Bannerghatta Road
3880,3880,MealBox Inc.,Casual Dining,3.9,36,800,Yes,No,North Indian,Marathahalli,Marathahalli
3881,3881,Mealer.in,Delivery,3.5,21,450,Yes,No,"North Indian, Biryani",Marathahalli,Marathahalli
3882,3882,Mealsbaba,"Takeaway, Delivery",3.6,57,400,Yes,No,North Indian,Koramangala 5th Block,HSR
3883,3883,MealsTree,Delivery,3.6,162,400,Yes,No,North Indian,Brookefield,Marathahalli
3884,3884,Meat And Eat,Quick Bites,2.8,39,500,Yes,No,"Fast Food, Burger",Bellandur,Sarjapur Road
3885,3885,Meat And Eat (ME),Quick Bites,3.6,97,500,No,No,"Fast Food, Burger",Old Airport Road,Old Airport Road
3886,3886,Meat Up Barbecue & More,Quick Bites,3.7,17,400,No,No,"BBQ, Fast Food",Kalyan Nagar,Kalyan Nagar
3887,3887,Meaza Ginger Multi Cuisine Restaurant,Casual Dining,3.6,91,550,Yes,No,"North Indian, Chinese, South Indian, Kerala",Brigade Road,Indiranagar
3888,3888,Mecaf Family Restaurant,Casual Dining,3.9,214,400,Yes,No,"North Indian, Chinese, Fast Food",Basavanagudi,BTM
3889,3889,Meena's Kitchen,Delivery,3.5,10,400,Yes,No,"Continental, North Indian, Mexican",Brookefield,Marathahalli
3890,3890,Meenu Oota Da Maane,Casual Dining,3,22,700,Yes,No,"Seafood, Mangalorean, Chinese",Indiranagar,Brigade Road
3891,3891,Meeraa's Beegara Oota,Casual Dining,3.8,258,550,Yes,No,"South Indian, Biryani, Chinese",HSR,HSR
3892,3892,Mega Bite,Casual Dining,3.5,54,1100,No,Yes,"North Indian, Chinese, South Indian, Continental",Whitefield,Whitefield
3893,3893,Meghana Biriyanis,Quick Bites,3.9,375,400,Yes,No,"Andhra, Biryani, South Indian, Chinese",Kalyan Nagar,Nagawara
3894,3894,Meghana Biryani,Casual Dining,2.3,235,800,Yes,No,North Indian,Bellandur,Bellandur
3895,3895,Meghana Foods,Casual Dining,4.2,1745,750,Yes,Yes,"Biryani, Chinese, North Indian, Seafood",Indiranagar,Indiranagar
3896,3896,Meghana Foods Grand,Casual Dining,4.2,3334,600,Yes,No,"Biryani, Seafood, Andhra, North Indian",Bellandur,Marathahalli
3897,3897,Meghana Grand,Casual Dining,3.5,131,800,Yes,No,"Biryani, Andhra",Brookefield,Whitefield
3898,3898,Mehfil Family Restaurant,Quick Bites,3,81,750,Yes,No,North Indian,Malleshwaram,Malleshwaram
3899,3899,Melange - Hotel Ekaa,Casual Dining,3.2,426,900,Yes,Yes,"North Indian, Chinese, Continental, Mangalorean",Electronic City,Electronic City
3900,3900,Melange - Radisson Blu,Fine Dining,4.5,785,2700,No,Yes,"North Indian, Continental, Chinese, South Indian",Marathahalli,Marathahalli
3901,3901,Mel's Korner,Quick Bites,3.7,95,500,No,No,Fast Food,Lavelle Road,Church Street
3902,3902,Melt,Casual Dining,4,115,1000,No,No,"Continental, Steak, Fast Food","Byresandra,Tavarekere,Madiwala",BTM
3903,3903,Melt - Eden Park,Casual Dining,4,347,1000,Yes,Yes,"North Indian, Chinese, Thai, Mughlai, Seafood",Bannerghatta Road,JP Nagar
3904,3904,Melting Melodies,Bakery,2.8,40,300,No,No,Bakery,Banashankari,Banashankari
3905,3905,Melting Pot at Woodrose,Quick Bites,3.7,19,800,Yes,No,North Indian,Bannerghatta Road,JP Nagar
3906,3906,Melting Spot,"Cafe, Dessert Parlor",4,134,600,No,No,"Cafe, Desserts, Beverages, Italian",Indiranagar,Indiranagar
3907,3907,Memories of China - Taj MG Road Bengaluru,Fine Dining,4.3,449,3000,No,Yes,"Chinese, Momos",Brigade Road,MG Road
3908,3908,Meraki Patisserie,Bakery,3.3,6,350,No,No,"Bakery, Desserts","Byresandra,Tavarekere,Madiwala",Jayanagar
3909,3909,Meridian South - A Pure Vegetarian Restaurant,Casual Dining,2.8,40,600,No,No,"North Indian, South Indian, Chinese",Electronic City,Electronic City
3910,3910,Mesa Deli - Svenska Design Hotel,Casual Dining,3.2,9,600,Yes,Yes,"North Indian, Italian",Electronic City,Electronic City
3911,3911,Mesa Lounge Bar - Svenska Design Hotel,Lounge,3.5,49,1500,No,Yes,"North Indian, Pizza, Asian, Italian",Electronic City,Electronic City
3912,3912,Messy Bowl,Quick Bites,3.5,73,500,No,No,"Fast Food, Beverages",Jayanagar,Banashankari
3913,3913,Messy Eats,"Bakery, Dessert Parlor",3.9,133,500,No,No,"Bakery, Desserts",Malleshwaram,New BEL Road
